name,x,y
"North River & Laurel Road Voluntary Fire Department, Inc.",-76.6331226199999,34.8097775800001
"North Scotland Volunteer Fire & Rescue Department, Inc.",-79.36463365,34.8872458600001
"North Side Fire & Rescue, Inc.",-78.37866437,35.6911764500001
"North Side Fire & Rescue, Inc.",-78.3099264099999,35.6598261500001
"North Side Volunteer Fire Department, Inc.",-79.7442,34.9870000000001
"North Side Volunteer Fire Department, Inc.",-79.6895360299999,34.97770989
"North Stoneyview Volunteer Fire Department, Inc.",-79.97229423,36.53272672
North Topsail Beach Fire Department,-77.3563088,34.5229442
North Topsail Beach Fire Department,-77.4925517199999,34.4577636600001
"North Transylvania Fire Rescue, Inc.",-82.67263616,35.3033080700001
